index,recno,RAJ2000,DEJ2000,Name,Comp,2MASS,Conf,l_Sep,Sep,PA,Date,Tech,r_Sep,DelMag,Filt,r_DelMag,pmRA,pmDE,r_pmRA,plx-DR2,e_plx-DR2,n_plx-DR2,epsi,sepsi,plx-lit,e_plx-lit,r_plx-lit,Gmag,BpRp,Vmag,Rmag,Imag,r_Vmag,Rtmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,n_Kmag,Mass,e_Mass,n_Mass,Memb,SimbadName
333,387,269.45212499999997,4.693444444444443,BARNARDS STAR,,17574849+0441405,,,,,,,,,,,-802.8,10362.54,2018A&A...616A...2L,547.4506,0.2899,,0.13,4.04,545.51,0.29,1999AJ....118.1086B 2014ApJ...784..156D 1995gcts.book.....V 2007A&A...474..653V,8.1951,2.8405,9.57,8.35,6.78,1990A&AS...83..357B,,5.244,0.02,4.834,0.034,4.524,0.02,,0.155,0.014,,s,NAME Barnard's star
439,330,217.42924999999997,-62.67963888888888,PROXIMA CEN,C,14294291-6240465,AC,,7803.9,212,2000,visdet,2006AJ....131.1163S,6.39,Ks,2006AJ....131.1163S,-3781.3,769.76,2018A&A...616A...2L,768.5004,0.203,,0.34,40.6,768.69,0.29,1999AJ....118.1086B 2018AJ....155..265H 1995gcts.book.....V 2007A&A...474..653V,8.9536,3.7965,11.09,9.42,7.37,2004AJ....128.2460H,,5.357,0.023,4.835,0.057,4.384,0.033,,0.122,0.014,,s,PROXIMA CEN
164,485,336.99812499999996,57.69588888888888,GJ 860,A,22275958+5741453,AB,,3.184,100,1998,astdet,2012AJ....144...64D,1.47,V_T,2000A&A...355L..27H,-934.09,-686.24,2018A&A...616A...2L,249.4198,0.1613,w,4.19,4450.0,248.06,1.39,1999A&A...341..121S 1995gcts.book.....V,8.6414,2.692,9.57,8.41,6.93,1996AJ....112.2300W,,5.575,0.027,5.038,0.034,4.777,0.029,J,0.268,0.02,c,s,GJ 860 A
179,410,280.6955833333333,59.62688888888888,GJ 725,B,18424688+5937374,AB,,12.62,172,2000,visdet,2006AJ....131.1163S,0.79,V,1996AJ....112.2300W,-1400.02,1862.4,2018A&A...616A...2L,283.8624,0.1065,,0.15,4.58,283.83,1.46,1995gcts.book.....V 2007A&A...474..653V 2007A&A...474..653V,8.5216,2.628,9.69,8.57,7.13,1996AJ....112.2300W,,5.721,0.02,5.197,0.024,5.0,0.023,,0.265,0.014,,s,GJ 725 B
308,414,282.4557083333333,-23.83622222222222,GJ 729,,18494929-2350101,,,,,,,,,,,639.34,-193.55,2018A&A...616A...2L,336.1228,0.0641,,0.14,5.35,337.22,1.97,1995gcts.book.....V 2007A&A...474..653V,9.1259,2.8377,10.44,9.2,7.65,1990A&AS...83..357B,,6.222,0.018,5.655,0.034,5.37,0.016,,0.174,0.014,,s,GJ 729
151,466,322.4033333333333,17.643305555555553,GJ 829,A,21293671+1738353,AB,,0.025,orb,1998,radorb,1999A&A...344..897D,0.0,Ks,This work,1007.01,378.77,2018A&A...616A...2L,147.6126,0.0979,,0.21,14.0,149.01,1.69,1995gcts.book.....V 2007A&A...474..653V,9.1008,2.6574,10.3,9.15,7.7,1991AJ....102.1795W,,6.249,0.021,5.737,0.024,5.453,0.02,J,0.299,0.017,u,s,GJ 829
382,37,24.756416666666663,-17.950527777777776,GJ 65,A,01390120-1757026,AB,,2.0458,orb,2011,astrad,2016AJ....152..141B,0.16,Ks,2016AJ....152..141B,3385.82,532.04,2018A&A...616A...2L,370.9991,0.1939,w,1.31,686.0,373.7,2.7,1995gcts.book.....V,10.4871,3.745,12.06,10.4,8.35,1991AJ....101..662B,,6.283,0.019,5.69,0.029,5.343,0.021,J,0.12,0.003,c,s,GJ 65
233,144,97.34770833333332,-2.8141388888888885,GJ 234,A,06292339-0248499,AB,,1.0932,orb,2005,astrad,2016AJ....152..141B,1.58,Ks,2016AJ....152..141B,750.14,-802.94,2018A&A...616A...2L,242.9659,0.8833,,3.69,2960.0,244.44,0.92,2003AJ....125.1530G 1999A&A...341..121S 1995gcts.book.....V,9.5806,3.1002,11.09,9.77,8.05,1996AJ....112.2300W,,6.376,0.023,5.754,0.034,5.486,0.016,J,0.223,0.002,c,s,GJ 234
288,269,176.93499999999997,0.804611111111111,GJ 447,,11474440+0048164,,,,,,,,,,,607.67,-1223.32,2018A&A...616A...2L,296.3073,0.0699,,0.18,13.2,298.14,1.37,1995gcts.book.....V 2007A&A...474..653V,9.5907,3.0426,11.16,9.85,8.17,1990A&AS...83..357B,,6.505,0.023,5.945,0.024,5.654,0.024,,0.173,0.014,,s,GJ 447
49,209,134.73470833333332,8.473888888888888,LTT 12352,A,08585633+0828259,AC,,0.007,orb,1998,radorb,1999A&A...344..897D,0.35,Ks,This work,385.32,-323.32,2006AJ....132.2360H,,,n,,,147.66,1.98,2006AJ....132.2360H,,,10.92,9.67,8.05,2006AJ....132.2360H,,6.507,0.018,5.966,0.033,5.688,0.016,J,0.211,0.017,u,s,LTT 12352
441,377,264.2652083333333,-44.319222222222216,GJ 682,A,17370367-4419088,AB,,0.17,190,2005,AO det,2015MNRAS.449.2618W,1.01,H,2015MNRAS.449.2618W,-706.11,-937.91,2018A&A...616A...2L,199.7031,0.0832,,0.21,12.5,198.09,2.06,1995gcts.book.....V 2007A&A...474..653V,9.5702,2.8873,10.95,9.71,8.12,1990A&AS...83..357B,,6.544,0.023,5.917,0.038,5.606,0.02,J,0.234,0.014,v,s,GJ 682
205,489,339.6399583333333,-15.299777777777775,GJ 866,A,22383372-1517573,AC,,0.008,orb,1999,radorb,1999A&A...350L..39D,2.0,V,1999A&A...350L..39D,2372.06,2227.52,1979lcse.book.....L,,,2p,,,289.5,4.4,1995gcts.book.....V,10.186,3.8238,12.37,10.7,8.64,1991AJ....101..662B,,6.553,0.019,5.954,0.031,5.537,0.02,J,0.119,0.001,q,s,GJ 866
103,268,176.92254166666663,78.69119444444443,GJ 445,,11474143+7841283,,,,,,,,,,,748.11,480.6,2018A&A...616A...2L,190.2625,0.0475,,0.22,21.2,187.26,1.64,1995gcts.book.....V 2007A&A...474..653V,9.5402,2.7059,10.79,9.63,8.13,1996AJ....112.2300W,,6.724,0.024,6.217,0.044,5.954,0.027,,0.252,0.015,,s,GJ 445
77,162,107.50754166666665,38.52944444444444,GJ 268,A,07100180+3831457,AB,,0.011,orb,1998,radorb,1999A&A...344..897D,0.28,Ks,This work,-439.67,-944.78,2018A&A...616A...2L,164.6395,0.1338,,0.23,12.8,163.41,1.78,1995gcts.book.....V 2007A&A...474..653V,9.9252,3.1044,11.42,10.16,8.45,1996AJ....112.2300W,,6.731,0.026,6.152,0.047,5.846,0.018,J,0.224,0.017,u,s,GJ 268
240,95,63.839833333333324,-7.655888888888888,GJ 166,C,04152173-0739173,BC,,6.943,orb,1973,visorb,1974AJ.....79..397H,1.7,V*,1974AJ.....79..397H,-2250.11,-3408.28,2018A&A...616A...2L,199.4552,0.3204,,0.26,22.5,200.65,0.23,1995gcts.book.....V 2007A&A...474..653V,9.7606,2.9916,11.24,9.99,8.31,This Work,,6.747,0.02,6.278,0.04,5.962,0.026,,0.177,0.029,l,s,GJ 166 C
33,8,4.607541666666666,44.027222222222214,GJ 15,B,00182549+4401376,AB,,35.15,064,1999,visdet,2006AJ....131.1163S,2.97,V,2019AJ....157..216W,2863.28,336.52,2018A&A...616A...2L,280.7866,0.0519,,0.13,10.6,280.0,0.59,2014ApJ...784..156D 2014ApJ...784..156D 2008AJ....136..452G 1995gcts.book.....V 2007A&A...474..653V,9.6774,2.8421,11.07,9.82,8.34,2019AJ....157..216W,,6.789,0.024,6.191,0.016,5.948,0.024,,0.157,0.014,,s,GJ 15 B
440,384,266.6425833333333,-57.319083333333325,GJ 693,,17463427-5719081,,,,,,,,,,,-1117.14,-1353.81,2018A&A...616A...2L,169.8613,0.1184,,0.09,2.81,171.1,2.22,1995gcts.book.....V 2007A&A...474..653V,9.5811,2.5863,10.76,9.59,8.17,1990A&AS...83..357B,,6.855,0.021,6.297,0.036,6.016,0.017,,0.28,0.014,,s,GJ 693
140,296,192.2614583333333,66.11016666666666,GJ 487,A,12490273+6606366,AC,,0.022,orb,1997,radorb,1999A&A...344..897D,0.03,Ks,This work,-435.44,-105.34,2007A&A...474..653V,,,2p,,,98.4,1.71,1995gcts.book.....V 2007A&A...474..653V,9.7079,2.6475,10.95,9.79,8.35,2019AJ....157..216W,,6.88,0.024,6.299,0.046,6.07,0.024,J,0.27,0.014,u,s,GJ 487
417,153,104.44395833333331,-44.291194444444436,GJ 257,A,06574663-4417281,AB,,0.56,280,1998,astdet,2012AJ....144...64D,0.0,222,2012AJ....144...64D,-1173.68,-126.0,2018A&A...616A...2L,124.5117,0.027,w,0.21,21.7,124.57,2.08,1995gcts.book.....V 2007A&A...474..653V,10.3694,2.6317,10.85,9.72,8.32,2002MNRAS.334...20K,,6.883,0.019,6.365,0.044,6.056,0.018,J,0.262,0.014,v,s,GJ 257
159,507,355.47916666666663,44.177472222222214,GJ 905,,23415498+4410407,,,,,,,,,,,112.69,-1592.05,2018A&A...616A...2L,316.9558,0.126,,0.37,62.0,316.05,0.55,2014ApJ...784..156D 2008AJ....136..452G 2008AJ....136..452G 1995gcts.book.....V,10.3655,3.5311,12.29,10.77,8.85,1996AJ....112.2300W,,6.884,0.026,6.247,0.027,5.929,0.02,,0.14,0.014,,s,GJ 905
248,131,90.01466666666666,2.706555555555555,G 99-49,,06000351+0242236,,,,,,,,,,,309.48,-40.64,2018A&A...616A...2L,192.0675,0.0715,,0.21,14.7,191.03,1.0,2014ApJ...784..156D 2006AJ....132.2360H 1995gcts.book.....V 2016AJ....152...24W,9.8966,2.9055,11.31,10.04,8.43,2014AJ....147...85R,,6.905,0.02,6.308,0.023,6.042,0.023,,0.237,0.014,,s,G 99-49
299,286,188.32254166666664,9.021027777777777,GJ 473,A,12331738+0901157,AB,,0.9167,orb,2009,astrad,2016AJ....152..141B,0.0,Ks,2016AJ....152..141B,-1797.5,220.71,1979nltt.book.....L,,,n,,,227.9,4.6,1995gcts.book.....V,,,12.75,11.44,9.74,2006AJ....132.2360H,,6.995,0.024,6.397,0.034,6.042,0.02,J,0.124,0.005,c,s,GJ 473
295,256,164.12045833333332,7.014777777777777,GJ 406,,10562886+0700527,,,,,,,,,,,-3846.74,-2693.52,1995gcts.book.....V,,,n,,,414.35,1.08,2014ApJ...784..156D 1995gcts.book.....V 2016AJ....152...24W,,,13.53,11.67,9.5,1990A&AS...83..357B,,7.085,0.024,6.482,0.042,6.084,0.017,,0.11,0.014,,s,GJ 406
506,457,313.13762499999996,-16.97472222222222,LP 816-60,,20523304-1658289,,,,,,,,,,,-309.21,37.34,2018A&A...616A...2L,178.1243,0.0849,,0.19,18.1,175.03,3.4,2007A&A...474..653V,10.0716,2.9114,11.46,10.25,8.66,2010MNRAS.403.1949K,,7.09,0.023,6.517,0.044,6.199,0.021,,0.238,0.014,,s,LP 816-60
217,503,352.96887499999997,19.93719444444444,GJ 896,B,23315244+1956138,AB,,5.351,088,2004,astdet,2012AJ....144...64D,2.12,V,2019AJ....157..216W,553.47,20.33,2018A&A...616A...2L,160.0598,0.1079,,0.33,55.5,159.88,1.53,1995gcts.book.....V 2007A&A...474..653V 1999AJ....117.3021W,10.8188,3.172,12.41,11.05,9.3,2019AJ....157..216W,,7.101,0.081,6.555,0.049,6.262,0.042,,0.262,0.015,,s,GJ 896
384,70,45.464124999999996,-16.59333333333333,LTT 1445,B,03015107-1635306,BC,,1.159,orb,2019,astorb,2019AJ....158..152W,0.9,V,2006AJ....132.2360H,-369.19,-268.51,2018A&A...616A...2L,145.5466,0.08,A,,,143.81,2.49,2006AJ....132.2360H 2006AJ....132.2360H 2007A&A...474..653V,10.0587,2.8011,11.37,10.13,8.58,2006AJ....132.2360H,,7.11,0.019,6.56,0.02,6.285,0.02,J,0.221,0.014,t,s,LTT 1445
252,125,85.53866666666666,12.489388888888888,GJ 213,,05420897+1229252,,,,,,,,,,,1997.7,-1569.79,2018A&A...616A...2L,172.7068,0.0788,,0.22,17.3,171.26,0.64,2014ApJ...784..156D 2008AJ....136..452G 1995gcts.book.....V 2007A&A...474..653V 2016AJ....152...24W,10.0991,2.8746,11.57,10.34,8.73,1990A&AS...83..357B,,7.124,0.021,6.627,0.018,6.389,0.016,,0.221,0.014,,s,GJ 213
189,5,3.866958333333333,-16.13383333333333,GJ 1005,A,00152799-1608008,AB,,0.3037,orb,1997,astrad,2016AJ....152..141B,1.23,Ks,2016AJ....152..141B,731.7,-607.47,2007A&A...474..653V,,,2p,,,168.42,0.89,1998AJ....116.1440H 2010A&A...514A..84S 1999A&A...341..121S 1995gcts.book.....V,10.1475,2.8333,11.48,10.27,8.7,2015AJ....149....5W,,7.215,0.019,6.712,0.034,6.39,0.016,J,0.179,0.002,c,s,GJ 1005
169,418,286.9291666666666,32.5448611111111,GJ 747,A,19074283+3232396,AB,,0.2881,orb,2000,astrad,2000A&A...364..665S,0.12,Ks,This work,1233.95,1072.66,1995gcts.book.....V,,,2p,,,122.3,2.5,1995gcts.book.....V,10.0466,2.6638,11.26,10.1,8.65,1996AJ....112.2300W,,7.242,0.023,6.665,0.018,6.416,0.02,J,0.214,0.001,q,s,GJ 747
188,30,18.12770833333333,-16.998916666666663,GJ 54.1,,01123052-1659570,,,,,,,,,,,1205.17,637.75,2018A&A...616A...2L,269.3628,0.0785,,0.26,35.4,269.08,2.99,1995gcts.book.....V 2007A&A...474..653V,10.4294,3.2061,12.1,10.72,8.95,1990A&AS...83..357B,,7.258,0.02,6.749,0.033,6.42,0.017,,0.133,0.014,,s,GJ 54.1
386,69,45.462666666666664,-16.591944444444444,LTT 1445,A,03015142-1635356,A-BC,,7.706,315,2003,astdet,2012AJ....144...64D,0.3,V,2003AJ....125..332J,-369.19,-268.51,2018A&A...616A...2L,145.5466,0.08,,0.16,6.91,143.81,2.49,2006AJ....132.2360H 2006AJ....132.2360H 2007A&A...474..653V,10.0469,2.5914,11.22,10.07,8.66,2006AJ....132.2360H,,7.294,0.024,6.774,0.038,6.496,0.021,,0.258,0.014,,s,LTT 1445
510,469,322.8277083333333,-9.790666666666665,GJ 831,A,21311859-0947263,AB,,0.1448,orb,2000,astrad,2016AJ....152..141B,1.2,Ks,2016AJ....152..141B,1246.51,-61.06,2018A&A...616A...2L,134.0831,1.1125,,1.27,375.0,128.21,2.05,1999A&A...341..121S 1995gcts.book.....V,10.4832,3.0754,12.04,10.74,9.04,1990A&AS...83..357B,,7.316,0.023,6.701,0.034,6.379,0.02,J,0.27,0.004,c,s,GJ 831
294,253,162.71675,6.808166666666666,GJ 402,,10505201+0648292,,,,,,,,,,,-856.29,-818.84,2018A&A...616A...2L,143.4971,0.0626,,0.14,6.55,144.24,0.88,1999A&A...341..121S 1995gcts.book.....V 2016AJ....152...24W,10.2785,2.8736,11.65,10.43,8.84,1990A&AS...83..357B,,7.319,0.023,6.707,0.051,6.371,0.016,,0.282,0.014,,s,GJ 402
2,58,39.06358333333333,6.871666666666665,GJ 105,B,02361535+0652191,AC-B,,163.96,110,2001,visdet,2006AJ....131.1163S,3.09,Ks,2006AJ....131.1163S,1801.83,1449.91,2018A&A...616A...2L,138.4637,0.0886,,0.21,16.4,138.79,0.43,1996AJ....111..492I 1995gcts.book.....V 2007A&A...474..653V,10.3178,2.8643,11.66,10.46,8.88,1996AJ....112.2300W,,7.333,0.018,6.793,0.038,6.574,0.02,,0.263,0.014,,s,GJ 105B
119,370,257.3814583333333,43.68138888888888,G 203-47,A,17093153+4340531,AB,,0.0067,orb,1998,radorb,1999A&A...344..897D,,,,332.59,-271.83,2018A&A...616A...2L,134.5971,0.4894,,3.25,4850.0,133.8,1.62,1995gcts.book.....V 2007A&A...474..653V,10.4477,2.8812,11.79,10.56,99.99,1984ApJS...55..289W,,7.38,0.019,6.757,0.016,6.485,0.016,,0.286,0.014,,s,G 203-47
88,132,90.29604166666665,59.59719444444443,LHS 1805,,06011106+5935508,,,,,,,,,,,-104.92,-928.75,2018A&A...616A...2L,129.4589,0.0799,,0.25,29.2,133.21,2.23,2014ApJ...784..156D 1995gcts.book.....V,10.4084,2.7975,11.71,10.52,8.99,1996AJ....112.2300W,,7.465,0.023,6.949,0.029,6.639,0.018,,0.275,0.014,,s,LHS 1805
7,43,30.053999999999995,13.051999999999998,GJ 83.1,,02001278+1303112,,,,,,,,,,,1096.56,-1772.86,2018A&A...616A...2L,223.6349,0.1066,,0.23,17.4,221.82,0.69,2014ApJ...784..156D 1995gcts.book.....V 2016AJ....152...24W,10.6711,3.1737,12.31,10.95,9.2,1990A&AS...83..357B,,7.514,0.017,6.97,0.027,6.648,0.017,,0.143,0.014,,s,GJ 83.1
366,80,53.99883333333332,-44.51263888888888,GJ 1061,,03355969-4430453,,,,,,,,,,,745.28,-373.67,2018A&A...616A...2L,272.2447,0.0661,,0.32,49.8,269.23,0.54,1997AJ....114..388H 2014AJ....148...91L 2016AJ....152...24W,10.9889,3.6815,13.09,11.45,9.46,2006AJ....132.2360H,,7.523,0.02,7.015,0.044,6.61,0.021,,0.123,0.014,,s,GJ 1061
341,403,280.29070833333327,24.78730555555555,GJ 1230,A,18410977+2447143,AC,,0.004,orb,1998,radorb,1999A&A...344..897D,0.08,Ks,This work,505.3,87.05,2018A&A...616A...2L,100.7234,0.0493,,0.24,34.3,90.83,1.94,2014ApJ...784..156D 2014ApJ...784..156D 1995gcts.book.....V,10.7227,3.1078,12.32,10.96,9.24,2019AJ....157..216W,,7.528,0.018,6.912,0.038,6.616,0.023,J,0.255,0.014,u,s,GJ 1230 A
323,365,253.85512499999996,-8.32261111111111,GJ 643,D,16552527-0819207,ABE-D,,72.18,313,1999,visdet,2006AJ....131.1163S,2.77,V,1990A&AS...83..357B,-816.94,-898.32,2018A&A...616A...2L,153.9189,0.131,,0.19,22.6,154.96,0.52,2005AJ....130..337C 1999A&A...341..121S 1995gcts.book.....V 1995gcts.book.....V 2007A&A...474..653V,10.4354,2.7835,11.8,10.59,9.05,1990A&AS...83..357B,,7.555,0.024,7.056,0.061,6.724,0.017,,0.21,0.014,,s,GJ 643
430,186,123.17033333333332,-21.551888888888886,GJ 300,,08124088-2133056,,,,,,,,,,,13.69,-694.01,2018A&A...616A...2L,123.2204,0.0667,,0.27,36.4,125.78,0.97,2006AJ....132.2360H 1995gcts.book.....V,10.6654,2.9537,12.16,10.9,9.25,1990A&AS...83..357B,,7.601,0.02,6.964,0.033,6.705,0.027,,0.282,0.015,,s,GJ 300
484,477,330.62245833333327,-37.08091666666666,LHS 3746,,22022935-3704512,,,,,,,,,,,826.66,-165.18,2015AJ....149....5W,,,2p,,,134.29,1.31,2006AJ....132.2360H,10.4563,2.7732,11.76,10.56,9.04,2006AJ....132.2360H,,7.602,0.021,7.015,0.036,6.718,0.02,,0.251,0.015,,s,LHS 3746
239,107,75.48929166666666,-6.946249999999999,LHS 1723,,05015746-0656459,,,,,,,,,,,-551.72,-533.93,2018A&A...616A...2L,186.0231,0.059,,0.17,16.2,185.34,0.75,2006AJ....132.2360H 2016AJ....152...24W,10.6467,3.0424,12.2,10.86,9.18,2015AJ....149....5W,,7.617,0.032,7.065,0.046,6.736,0.024,,0.166,0.014,,s,LHS 1723
356,44,30.159624999999995,-55.96799999999999,L 173-19,,02003830-5558047,,,,,,,,,,,113.24,-69.68,2018A&A...616A...2L,121.7379,0.0561,,0.19,14.9,123.11,2.08,2018AJ....155..265H,10.5452,2.7899,11.9,10.7,9.15,2015AJ....150....6H,,7.625,0.021,7.088,0.038,6.773,0.02,,0.275,0.014,,s,L 173-19
491,425,290.19991666666664,-45.558249999999994,GJ 754,,19204795-4533283,,,,,,,,,,,659.33,-2897.03,2018A&A...616A...2L,169.0921,0.2165,,0.16,8.29,170.4,0.57,2005AJ....129.1954J 1995gcts.book.....V 2016AJ....152...24W,10.7405,3.0524,12.23,10.94,9.25,1990A&AS...83..357B,,7.661,0.019,7.13,0.024,6.845,0.026,,0.175,0.014,,s,GJ 754
269,282,186.2187083333333,-18.242305555555554,GJ 465,,12245243-1814303,,,,,,,,,,,1095.87,-2309.27,2018A&A...616A...2L,112.7372,0.0669,,0.12,8.98,111.67,1.68,2005AJ....129.1954J 1995gcts.book.....V 2007A&A...474..653V,10.2805,2.3634,11.29,10.26,9.0,1990A&AS...83..357B,,7.734,0.021,7.247,0.021,6.95,0.021,,0.274,0.014,,s,GJ 465
74,184,119.55291666666665,41.30372222222222,GJ 1105,,07581269+4118134,,,,,,,,,,,217.0,-687.76,2018A&A...616A...2L,113.0897,0.0661,,0.16,9.72,122.11,1.96,2014ApJ...784..156D 1999A&A...341..121S 1995gcts.book.....V,10.6656,2.7952,11.98,10.78,9.25,1996AJ....112.2300W,,7.734,0.023,7.133,0.034,6.878,0.031,,0.284,0.015,,s,GJ 1105
221,134,91.21733333333331,-34.559999999999995,AP COL,,06045215-3433360,,,,,,,,,,,25.72,342.85,2018A&A...616A...2L,115.3997,0.0761,,0.35,60.7,114.85,0.39,2011AJ....142..104R 2016AJ....152...24W,11.1094,3.4144,12.96,11.49,9.6,2011AJ....142..104R,,7.742,0.027,7.183,0.018,6.866,0.021,,0.279,0.014,,s,AP COL
130,313,205.68029166666665,33.29008333333333,LHS 2784,,13424328+3317255,,,,,,,,,,,-111.92,-712.44,2018A&A...616A...2L,108.8253,0.0442,,0.14,11.1,108.51,3.1,1995gcts.book.....V 2007A&A...474..653V,10.7115,2.7695,11.97,10.79,9.27,1996AJ....112.2300W,,7.787,0.02,7.212,0.024,6.982,0.02,,0.281,0.014,,s,LHS 2784
175,438,298.47708333333327,44.41486111111111,GJ 1245,A,19535443+4424541,AC,,0.8267,orb,2005,astrad,2016AJ....152..141B,1.05,Ks,2016AJ....152..141B,441.56,-434.24,2018A&A...616A...2L,213.1329,0.5937,,3.47,5010.0,220.93,0.94,2014ApJ...784..156D 2014ApJ...784..156D 2010A&A...514A..84S 1995gcts.book.....V,11.4663,3.7117,13.41,11.81,9.8,1996AJ....112.2300W,,7.791,0.023,7.194,0.016,6.854,0.016,J,0.111,0.001,c,s,GJ 1245 A
58,207,134.56304166666663,19.763055555555553,GJ 1116,A,08581519+1945470,AB,,1.498,103,1998,astdet,2012AJ....144...64D,0.6,i',2008MNRAS.384..150L,-766.02,-99.27,2018A&A...616A...2L,194.8406,0.1026,w,0.34,52.5,184.72,1.86,2014ApJ...784..156D 1995gcts.book.....V,11.9744,3.7871,13.65,11.97,9.85,1996AJ....112.2300W,,7.791,0.023,7.244,0.026,6.889,0.023,J,0.12,0.014,v,s,GJ 1116
223,108,75.83366666666666,-17.37361111111111,LHS 1731,,05032009-1722245,,,,,,,,,,,-228.05,-444.61,2018A&A...616A...2L,108.3263,0.05,,0.15,16.5,108.66,1.67,2005AJ....129.1954J 2007A&A...474..653V,10.5517,2.6029,11.69,10.56,9.15,1996AJ....112.2300W,,7.819,0.023,7.242,0.034,6.936,0.021,,0.29,0.014,,s,LHS 1731
463,347,235.52729166666663,-19.471777777777774,GJ 595,A,15420677-1928167,AB,,0.009,orb,2018,astorb,2018AJ....155..265H,,,,-2013.04,-1040.93,2018A&A...616A...2L,105.8908,0.4469,,0.91,217.0,99.88,3.53,1999A&A...341..121S 1995gcts.book.....V,10.6753,2.6109,11.88,10.77,9.34,1990A&AS...83..357B,,7.92,0.019,7.421,0.036,7.168,0.027,,0.261,0.015,,s,GJ 595
161,474,326.59191666666663,38.217999999999996,LSPM 2146+3813,,21462206+3813047,,,,,,,,,,,161.55,-119.58,2018A&A...616A...2L,142.0522,0.0513,,0.18,17.4,149.6,2.0,2014ApJ...784..156D,10.8245,2.8203,,,,,10.9,7.949,0.019,7.465,0.033,7.198,0.018,,0.178,0.014,,s,LSPM J2146+3813
394,228,145.69316666666666,-68.88502777777776,GJ 1128,,09424635-6853060,,,,,,,,,,,-75.52,1128.51,2018A&A...616A...2L,153.7816,0.0554,,0.23,19.6,152.87,0.51,2014AJ....148...91L 2016AJ....152...24W,11.1329,3.1629,12.74,11.36,9.62,2014AJ....148...91L,,7.953,0.024,7.385,0.051,7.037,0.017,,0.176,0.014,,s,GJ 1128
324,366,254.27387499999998,-4.348972222222222,GJ 1207,,16570570-0420559,,,,,,,,,,,481.54,-376.24,2018A&A...616A...2L,115.0339,0.0823,,0.22,30.4,115.26,1.5,2006AJ....132.2360H 1995gcts.book.....V,10.9064,2.8437,12.24,11.03,9.45,1996AJ....112.2300W,,7.971,0.023,7.442,0.08,7.12,0.021,,0.242,0.014,,s,GJ 1207
362,120,83.36679166666666,-42.95569444444444,SCR 0533-4257,A,05332802-4257205,AB,,1.0,,,,Winters; in prep,,,,-17.58,39.51,2018A&A...616A...2L,96.6344,0.3394,,2.05,1970.0,96.44,1.34,2018AJ....156...49R,11.0636,3.0037,12.58,11.27,9.59,2015AJ....150....6H,,7.997,0.027,7.402,0.027,7.116,0.026,J,0.216,0.014,v,s,SCR J0533-4257
166,432,296.4395416666666,27.125472222222218,GJ 766,A,19454548+2707318,AB,,0.57,048,1989,astdet,1990ApJS...74..275H,0.5,V,1991AJ....101.1071H,-46.54,-1224.93,2018A&A...616A...2L,93.5139,0.0569,w,0.27,29.9,87.42,2.02,2014ApJ...784..156D 1999A&A...341..121S 1995gcts.book.....V,11.4731,2.8552,12.37,11.13,9.52,1996AJ....112.2300W,,7.998,0.032,7.41,0.016,7.144,0.02,J,0.215,0.014,v,s,GJ 766
258,112,76.95520833333332,17.98272222222222,LTT 11586,A,05074924+1758584,AC-B,,0.54,286,2013,lkydet,2017A&A...597A..47C,1.94,Ikc,2017A&A...597A..47C,32.01,-261.58,2018A&A...616A...2L,86.0992,0.308,,1.11,420.0,101.9,6.0,2016AJ....151..160F,10.6877,2.5161,11.8,10.69,9.32,1991AJ....102.1795W,,8.023,0.023,7.446,0.017,7.178,0.017,J,0.289,0.017,v,s,LTT 11586
370,63,41.30966666666666,-43.73627777777777,LP 993-116,B,02451431-4344102,BC,,0.257,215,2008,lkydet,2010A&A...520A..54B,0.87,i',2010A&A...520A..54B,31.85,-387.96,2018A&A...616A...2L,90.1616,0.0554,A,,,87.37,1.33,2014AJ....147...85R 2014AJ....147...85R,11.2272,3.0538,12.69,11.37,9.67,2014AJ....147...85R,,8.059,0.024,7.525,0.042,7.196,0.024,J,0.244,0.014,v,s,LP 993-116
380,61,39.96129166666666,-34.132666666666665,GJ 1050,,02395066-3407557,,,,,,,,,,,535.69,-1665.12,2018A&A...616A...2L,91.9958,0.0393,,0.07,2.96,93.74,4.44,2005AJ....129.1954J,10.6787,2.453,11.76,10.68,9.35,2015AJ....149....5W,,8.06,0.021,7.54,0.031,7.305,0.023,,0.287,0.014,,s,GJ 1050
489,495,342.01874999999995,-24.36883333333333,LP 876-10,C,22480446-2422075,AC,,20407.6,338,2000,visdet,2013AJ....146..154M,6.26,Ks,2006AJ....131.1163S,331.89,-183.47,2018A&A...616A...2L,130.3032,0.0746,,0.21,18.8,130.28,0.23,2018AJ....155..265H 1995gcts.book.....V 1995gcts.book.....V 2007A&A...474..653V 2007A&A...474..653V 2016AJ....152...24W,11.1357,3.0229,12.62,11.31,9.61,2013AJ....146..154M,,8.075,0.023,7.527,0.055,7.206,0.021,,0.196,0.014,,s,LP 876-10
428,188,123.79662499999998,-23.73769444444444,UPM 0815-2344,A,08151117-2344157,AB,,1.5,...,2018,astdet,2018AJ....155..265H,,,,111.99,64.18,2018A&A...616A...2L,101.2625,0.0807,,0.37,68.0,105.05,0.87,2018AJ....155..265H,11.0436,2.7774,12.36,11.16,9.62,2018AJ....155..265H,,8.107,0.02,7.513,0.034,7.215,0.026,J,0.237,0.014,w,s,UPM J0815-2344
